index	representative	orbit_size	orbit_words
950	1112231342434234	16	1112231342434234,1122313424341234,1213124233412344,1121232334123444,1212313241234434,1123122412343344,1231214123432434,1212131234324344,1121312342243434,1213123421434234,1121234213342344,1212341132423434,1123411223234344,1234112231342434,1231122313424344,1211223134243434
951	1112231344234234	16	1112231344234234,1122313442341234,1213124323412344,1121233234123444,1212331241234434,1123212412343344,1231124123432434,1211231234324344,1112312342243434,1123123421434234,1231234114232344,1212341132323444,1123411223234434,1234112231344234,1231122313442344,1211223134423434
952	1112231422334434	16	1112231422334434,1122314213344234,1213142132432344,1121321324323444,1213213243124434,1122132431243344,1211324312432434,1112233124324344,1122331243142434,1213212431423344,1122123314233444,1211233142324434,1112321423243344,1123214231432434,1231142314223344,1211323142233444
953	1112231422343344	16	1112231422343344,1122314213432434,1213142134223344,1121321342233444,1213213421324434,1122134213243344,1211342132432434,1112321324324344,1123213243142434,1231122431423344,1211223314233444,1112233142324434,1122331423144234,1213214231432344,1122132314323444,1211323142234434
954	1112231422343434	16	1112231422343434,1122314213434234,1213142134232344,1121321342323444,1213213423124434,1122134231243344,1211342312432434,1112323124324344,1123231243142434,1231212431423344,1212123314233444,1121233142324434,1212331423144234,1123214231432344,1231142314223434,1211323142234344
955	1112231423234344	16	1112231423234344,1122314231342434,1213142312423344,1121323124233444,1213231241324434,1122312413243344,1213124132432434,1121231324324344,1212313243142434,1123122431423344,1231214314232434,1212133142324344,1121321423243434,1213214231434234,1122132314342344,1211323142423434
956	1112231423234434	16	1112231423234434,1122314231344234,1213142312432344,1121323124323444,1213231243124434,1122312431243344,1213124312432434,1121233124324344,1212331243142434,1123212431423344,1231124314232434,1211233142324344,1112321423243434,1123214231434234,1231142314232344,1211323142323444
957	1112231423243344	16	1112231423243344,1122314231432434,1213142314223344,1121323142233444,1213231421324434,1122314213243344,1213142132432434,1121321324324344,1213213243142434,1122132431423344,1211324314232434,1112233142324344,1122331423142434,1213214231423344,1122132314233444,1211323142324434
958	1112231423243434	16	1112231423243434,1122314231434234,1213142314232344,1121323142323444,1213231423124434,1122314231243344,1213142312432434,1121323124324344,1213231243142434,1122312431423344,1213124314232434,1121233142324344,1212331423142434,1123214231423344,1231142314232434,1211323142324344
959	1112231423324344	16	1112231423324344,1122314233142434,1213142321423344,1121323214233444,1213231142324434,1122311423243344,1213114232432434,1121132324324344,1211323243142434,1112232431423344,1122314314232434,1213142132324344,1121321323243444,1213213231424434,1122132314243344,1211323142432434
960	1112231423342344	16	1112231423342344,1122314233412434,1213142324123344,1121323241233444,1213231412324434,1122314123243344,1213141232432434,1121312324324344,1213123243142434,1121232431423344,1212314314232434,1123142132324344,1231421323142434,1213213231424344,1122132314243434,1211323142434234
961	1112231423342434	16	1112231423342434,1122314233414234,1213142324132344,1121323241323444,1213231412234434,1122314122343344,1213141223432434,1121312234324344,1213122343142434,1121223431423344,1212134314232434,1121342132324344,1213421323142434,1123213231424344,1231122314243434,1211223142334344
962	1112231423344234	16	1112231423344234,1122314233441234,1213142324312344,1121323243123444,1213231421234434,1122314212343344,1213142123432434,1121321234324344,1213212343142434,1122123431423344,1211234314232434,1112342132324344,1123421323142434,1234112231423344,1231122314233444,1211223142334434
963	1112231423423344	16	1112231423423344,1122314234132434,1213142341223344,1121323412233444,1213234121324434,1122341213243344,1213412132432434,1123121324324344,1231213243142434,1212132431423344,1121324314232434,1213243142314234,1122331423142344,1213214231423434,1122132314234344,1211323142342434
964	1112231423423434	16	1112231423423434,1122314234134234,1213142341232344,1121323412323444,1213234123124434,1122341231243344,1213412312432434,1123123124324344,1231231243142434,1212312431423344,1123124314232434,1231243142314234,1212331423142344,1123214231423434,1231142314234234,1211323142342344
965	1112231423432344	16	1112231423432344,1122314234312434,1213142342123344,1121323421233444,1213234112324434,1122341123243344,1213411232432434,1123112324324344,1231123243142434,1211232431423344,1112324314232434,1123243142314234,1231421323142344,1213213231423444,1122132314234434,1211323142344234
966	1112231423432434	16	1112231423432434,1122314234314234,1213142342132344,1121323421323444,1213234112234434,1122341122343344,1213411223432434,1123112234324344,1231122343142434,1211223431423344,1112234314232434,1122343142314234,1213421323142344,1123213231423444,1231122314234434,1211223142343344
967	1112231423434234	16	1112231423434234,1122314234341234,1213142342312344,1121323423123444,1213234121234434,1122341212343344,1213412123432434,1123121234324344,1231212343142434,1212123431423344,1121234314232434,1212343142314234,1123421323142344,1234112231423434,1231122314234344,1211223142343434
968	1112231432342344	16	1112231432342344,1122314323412434,1213142234123344,1121322341233444,1213213412324434,1122134123243344,1211341232432434,1112312324324344,1123123243142434,1231231421423344,1212314213233444,1123142132324434,1231421323144234,1213213231442344,1122132314423434,1211323144234234
969	1112231432342434	16	1112231432342434,1122314323414234,1213142234132344,1121322341323444,1213213412234434,1122134122343344,1211341223432434,1112312234324344,1123122343142434,1231213421423344,1212134213233444,1121342132324434,1213421323144234,1123213231442344,1231122314423434,1211223143234344
970	1112231432344234	16	1112231432344234,1122314323441234,1213142234312344,1121322343123444,1213213421234434,1122134212343344,1211342123432434,1112321234324344,1123212343142434,1231123421423344,1211234213233444,1112342132324434,1123421323144234,1234112231432344,1231122314323444,1211223143234434
971	1112231434223344	16	1112231434223344,1122314342132434,1213142321324344,1121323213243444,1213231122434434,1122311224343344,1213112243432434,1121122334324344,1211223343142434,1112233421423344,1122334114232434,1213241132324344,1122311323243444,1213112232434434,1121122324343344,1211223143432434
972	1112231434223434	16	1112231434223434,1122314342134234,1213142321342344,1121323213423444,1213231124234434,1122311242343344,1213112423432434,1121123234324344,1211232343142434,1112323421423344,1123234114232434,1231241132324344,1212311323243444,1123112232434434,1231122314344234,1211223143432344
973	1112231434232344	16	1112231434232344,1122314342312434,1213142323124344,1121323231243444,1213231212434434,1122312124343344,1213121243432434,1121212334324344,1212123343142434,1121233421423344,1212334114232434,1123241132324344,1231411223243434,1213112232434344,1121122324343434,1211223143434234
974	1112231434232434	16	1112231434232434,1122314342314234,1213142323142344,1121323231423444,1213231214234434,1122312142343344,1213121423432434,1121213234324344,1212132343142434,1121323421423344,1213234114232434,1122341132324344,1213411223243434,1123112232434344,1231122314342434,1211223143423344
975	1112231434234234	16	1112231434234234,1122314342341234,1213142323412344,1121323234123444,1213231241234434,1122312412343344,1213124123432434,1121231234324344,1212312343142434,1123123421423344,1231234114232434,1212341132324344,1123411223243434,1234112231434234,1231122314342344,1211223143423434
976	1112232123434344	16	1112232123434344,1122311234342434,1213112342423344,1121123423233444,1211234231324434,1112342312243344,1123423121432434,1234121213324344,1231212133243444,1212121332434434,1121213324344234,1212133243441234,1121322434312344,1213214342123434,1122133421234344,1211324212343434
977	1112232123434434	16	1112232123434434,1122311234344234,1213112342432344,1121123423323444,1211234233124434,1112342321243344,1123423112432434,1234121123324344,1231211233243444,1212112332434434,1121123324344234,1211233243441234,1112322434312344,1123214342123434,1231142321234344,1211323212343444
978	1112232124343344	16	1112232124343344,1122311243432434,1213112434223344,1121123342233444,1211233421324434,1112324213243344,1123241132432434,1231411223324344,1213112233243444,1121122332434434,1211223314344234,1112233142432344,1122331424312434,1213214233124344,1122132331243444,1211323212434434
979	1112232124343434	16	1112232124343434,1122311243434234,1213112434232344,1121123342323444,1211233423124434,1112324231243344,1123241312432434,1231412123324344,1213121233243444,1121212332434434,1212123314344234,1121233142432344,1212331424312434,1123214233124344,1231142321243434,1211323212434344
980	1112232132434344	16	1112232132434344,1122311324342434,1213112243423344,1121122334233444,1211223341324434,1112233412243344,1122334121432434,1213241213324344,1122312133243444,1213121322434434,1121213224343344,1212132143432434,1121321434223344,1213214342132434,1122133421324344,1211324213243434
981	1112232132434434	16	1112232132434434,1122311324344234,1213112243432344,1121122334323444,1211223343124434,1112233421243344,1122334112432434,1213241123324344,1122311233243444,1213112322434434,1121123224343344,1211232143432434,1112321434223344,1123214342132434,1231142321324344,1211323213243444
982	1112232133442344	16	1112232133442344,1122311324423434,1213112243234344,1121122332343444,1211223313424434,1112233124243344,1122331241432434,1213212413324344,1122123133243444,1211231322434434,1112312224343344,1123122143432434,1231211434223344,1212113342233444,1121132422334434,1211324213344234
983	1112232134234344	16	1112232134234344,1122311342342434,1213112423423344,1121123234233444,1211232341324434,1112323412243344,1123234121432434,1231241213324344,1212312133243444,1123121322434434,1231213214344234,1212132143432344,1121321434223434,1213214342134234,1122133421342344,1211324213423434
984	1112232134234434	16	1112232134234434,1122311342344234,1213112423432344,1121123234323444,1211232343124434,1112323421243344,1123234112432434,1231241123324344,1212311233243444,1123112322434434,1231123214344234,1211232143432344,1112321434223434,1123214342134234,1231142321342344,1211323213423444
985	1112232134243344	16	1112232134243344,1122311342432434,1213112423324344,1121123233243444,1211232331424434,1112323214243344,1123231142432434,1231211423324344,1212113233243444,1121132322434434,1211323214344234,1112232143432344,1122311434223434,1213114232234344,1121132322343444,1211323213424434
986	1112232134243434	16	1112232134243434,1122311342434234,1213112423342344,1121123233423444,1211232334124434,1112323241243344,1123231412432434,1231214123324344,1212131233243444,1121312322434434,1213123214344234,1121232143432344,1212311434223434,1123114232234344,1231142321342434,1211323213424344
987	1112232134342344	16	1112232134342344,1122311342423434,1213112423234344,1121123232343444,1211232313424434,1112323124243344,1123231241432434,1231212413324344,1212123133243444,1121231322434434,1212313214344234,1123122143432344,1231211434223434,1212113342234344,1121132422343434,1211324213434234
988	1112232134423434	16	1112232134423434,1122311344234234,1213112432342344,1121123323423444,1211233234124434,1112322341243344,1123213412432434,1231124123324344,1211231233243444,1112312322434434,1123123214344234,1231231142432344,1212311423323444,1123114232234434,1231142321344234,1211323213442344
