class_index	representative_index_a	representative_index_b	w_global_index_a	w_word_a	transpose_word_a	value_a	status_a	double_trident_a	warning_a	active_term_count_a	discharged_term_count_a	elapsed_sec_a	w_global_index_b	w_word_b	transpose_word_b	value_b	status_b	double_trident_b	warning_b	active_term_count_b	discharged_term_count_b	elapsed_sec_b	double_trident_profile
271	592	1448	734	1112132232434344	1231412324132434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.275	4360	1121223341243434	1213231214423344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.172	neither
272	593	1323	735	1112132232434434	1231412324132344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.040	3069	1112324123342434	1231121432324344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.542	neither
273	595	1187	742	1112132233423444	1231412323144234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.651	2335	1112312324234344	1231142231432434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.520	neither
274	597	1338	744	1112132233424434	1231412323142344	-1	fallback_evaluated_by_x_component_coloring	no		2	2	0.077	3095	1112324134232434	1231121422334344	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.255	neither
275	600	1010	748	1112132234233444	1231412321434234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.448	1774	1112232341243434	1231213214423344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.667	neither
276	601	859	749	1112132234234344	1231412321432434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.371	1390	1112223341243434	1231231214423344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.898	neither
277	607	1309	755	1112132234324434	1231412321342344	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.036	3010	1112323421243434	1231122134423344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.939	neither
278	609	1077	757	1112132234342434	1231412321324344	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.738	2032	1112233421243434	1231212134423344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.126	neither
279	611	1342	759	1112132234423344	1231412321243434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.049	3122	1112324231243434	1231121324423344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.973	neither
280	612	742	760	1112132234423434	1231412321243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.165	974	1112212334234434	1231243121432344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.382	neither
281	615	1249	771	1112132243234434	1231412312432344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.031	2521	1112321243423434	1231124312243344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.112	neither
282	619	1412	780	1112132243423344	1231412312243434	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.548	3943	1121212334234344	1213243121432434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.061	neither
283	620	741	781	1112132243423434	1231412312243344	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.598	973	1112212334234344	1231243121432434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.821	neither
284	627	1331	791	1112132322434434	1231412234132344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.059	3085	1112324132342434	1231121423324344	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.568	neither
285	631	1120	800	1112132323424434	1231412233142344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.193	2120	1112234212334344	1231211344232434	1	fallback_evaluated_by_x_component_coloring	no		2	4	2.268	neither
286	636	1239	806	1112132324234434	1231412231432344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.181	2483	1112321233424344	1231124323142434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.803	neither
287	637	1445	807	1112132324243344	1231412231423434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.043	4284	1121223142343434	1213231414223344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.115	neither
288	638	1329	808	1112132324243434	1231412231423344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.220	3082	1112324132324344	1231121423342434	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.357	neither
289	641	1334	811	1112132324324434	1231412231342344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	5	0.018	3088	1112324132423434	1231121423243344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.115	first_orientation_only
290	643	1333	813	1112132324342434	1231412231324344	1	fallback_evaluated_by_x_component_coloring	no		2	4	3.409	3087	1112324132423344	1231121423243434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.184	neither
291	645	1413	815	1112132324423344	1231412231243434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.041	3946	1121212334243434	1213243121423344	1	fallback_evaluated_by_x_component_coloring	no		2	4	2.696	neither
292	646	744	816	1112132324423434	1231412231243344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.180	976	1112212334243434	1231243121423344	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.491	neither
293	647	1282	820	1112132342233444	1231412213434234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.444	2941	1112323234124344	1231122331442434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.210	neither
294	648	901	821	1112132342234344	1231412213432434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.410	1506	1112231233424434	1231214323142344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.123	neither
295	652	1054	825	1112132342323444	1231412213344234	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.556	1963	1112233234124344	1231212331442434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.142	neither
296	654	1016	827	1112132342324434	1231412213342344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	8	0.074	1787	1112232343124344	1231213213442434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.129	first_orientation_only
297	656	865	829	1112132342342434	1231412213324344	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.648	1403	1112223343124344	1231231213442434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.044	neither
298	659	743	832	1112132342423434	1231412213243344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.351	975	1112212334243344	1231243121423434	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.054	neither
299	661	1135	834	1112132342432434	1231412213234344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.249	2157	1112234233124344	1231211323442434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.037	neither
300	667	1319	843	1112132422334434	1231412134232344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.021	3059	1112324122343434	1231121434223344	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	8	0.380	second_orientation_only
301	672	1248	848	1112132423234434	1231412132432344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.151	2520	1112321243423344	1231124312243434	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.046	neither
