index	original_representative	transpose_word	original_tableau	transpose_tableau
148	1111223323243444	1234121233414234	[[1,2,3,4],[5,6,9,11],[7,8,10,13],[12,14,15,16]]	[[1,5,7,12],[2,6,8,14],[3,9,10,15],[4,11,13,16]]
149	1111223323244344	1234121233412434	[[1,2,3,4],[5,6,9,11],[7,8,10,14],[12,13,15,16]]	[[1,5,7,12],[2,6,8,13],[3,9,10,15],[4,11,14,16]]
150	1111223323244434	1234121233412344	[[1,2,3,4],[5,6,9,11],[7,8,10,15],[12,13,14,16]]	[[1,5,7,12],[2,6,8,13],[3,9,10,14],[4,11,15,16]]
151	1111223323423444	1234121233144234	[[1,2,3,4],[5,6,9,12],[7,8,10,13],[11,14,15,16]]	[[1,5,7,11],[2,6,8,14],[3,9,10,15],[4,12,13,16]]
152	1111223323424344	1234121233142434	[[1,2,3,4],[5,6,9,12],[7,8,10,14],[11,13,15,16]]	[[1,5,7,11],[2,6,8,13],[3,9,10,15],[4,12,14,16]]
153	1111223323424434	1234121233142344	[[1,2,3,4],[5,6,9,12],[7,8,10,15],[11,13,14,16]]	[[1,5,7,11],[2,6,8,13],[3,9,10,14],[4,12,15,16]]
154	1111223323442344	1234121233124434	[[1,2,3,4],[5,6,9,13],[7,8,10,14],[11,12,15,16]]	[[1,5,7,11],[2,6,8,12],[3,9,10,15],[4,13,14,16]]
155	1111223323442434	1234121233124344	[[1,2,3,4],[5,6,9,13],[7,8,10,15],[11,12,14,16]]	[[1,5,7,11],[2,6,8,12],[3,9,10,14],[4,13,15,16]]
156	1111223323444234	1234121233123444	[[1,2,3,4],[5,6,9,14],[7,8,10,15],[11,12,13,16]]	[[1,5,7,11],[2,6,8,12],[3,9,10,13],[4,14,15,16]]
157	1111223324233444	1234121231434234	[[1,2,3,4],[5,6,9,11],[7,8,12,13],[10,14,15,16]]	[[1,5,7,10],[2,6,8,14],[3,9,12,15],[4,11,13,16]]
158	1111223324234344	1234121231432434	[[1,2,3,4],[5,6,9,11],[7,8,12,14],[10,13,15,16]]	[[1,5,7,10],[2,6,8,13],[3,9,12,15],[4,11,14,16]]
159	1111223324234434	1234121231432344	[[1,2,3,4],[5,6,9,11],[7,8,12,15],[10,13,14,16]]	[[1,5,7,10],[2,6,8,13],[3,9,12,14],[4,11,15,16]]
160	1111223324243344	1234121231423434	[[1,2,3,4],[5,6,9,11],[7,8,13,14],[10,12,15,16]]	[[1,5,7,10],[2,6,8,12],[3,9,13,15],[4,11,14,16]]
161	1111223324243434	1234121231423344	[[1,2,3,4],[5,6,9,11],[7,8,13,15],[10,12,14,16]]	[[1,5,7,10],[2,6,8,12],[3,9,13,14],[4,11,15,16]]
162	1111223324323444	1234121231344234	[[1,2,3,4],[5,6,9,12],[7,8,11,13],[10,14,15,16]]	[[1,5,7,10],[2,6,8,14],[3,9,11,15],[4,12,13,16]]
163	1111223324324344	1234121231342434	[[1,2,3,4],[5,6,9,12],[7,8,11,14],[10,13,15,16]]	[[1,5,7,10],[2,6,8,13],[3,9,11,15],[4,12,14,16]]
164	1111223324324434	1234121231342344	[[1,2,3,4],[5,6,9,12],[7,8,11,15],[10,13,14,16]]	[[1,5,7,10],[2,6,8,13],[3,9,11,14],[4,12,15,16]]
165	1111223324342344	1234121231324434	[[1,2,3,4],[5,6,9,13],[7,8,11,14],[10,12,15,16]]	[[1,5,7,10],[2,6,8,12],[3,9,11,15],[4,13,14,16]]
166	1111223324342434	1234121231324344	[[1,2,3,4],[5,6,9,13],[7,8,11,15],[10,12,14,16]]	[[1,5,7,10],[2,6,8,12],[3,9,11,14],[4,13,15,16]]
167	1111223324344234	1234121231323444	[[1,2,3,4],[5,6,9,14],[7,8,11,15],[10,12,13,16]]	[[1,5,7,10],[2,6,8,12],[3,9,11,13],[4,14,15,16]]
168	1111223324423344	1234121231243434	[[1,2,3,4],[5,6,9,12],[7,8,13,14],[10,11,15,16]]	[[1,5,7,10],[2,6,8,11],[3,9,13,15],[4,12,14,16]]
169	1111223324423434	1234121231243344	[[1,2,3,4],[5,6,9,12],[7,8,13,15],[10,11,14,16]]	[[1,5,7,10],[2,6,8,11],[3,9,13,14],[4,12,15,16]]
170	1111223324432344	1234121231234434	[[1,2,3,4],[5,6,9,13],[7,8,12,14],[10,11,15,16]]	[[1,5,7,10],[2,6,8,11],[3,9,12,15],[4,13,14,16]]
171	1111223324432434	1234121231234344	[[1,2,3,4],[5,6,9,13],[7,8,12,15],[10,11,14,16]]	[[1,5,7,10],[2,6,8,11],[3,9,12,14],[4,13,15,16]]
172	1111223324434234	1234121231233444	[[1,2,3,4],[5,6,9,14],[7,8,12,15],[10,11,13,16]]	[[1,5,7,10],[2,6,8,11],[3,9,12,13],[4,14,15,16]]
173	1111223342233444	1234121213434234	[[1,2,3,4],[5,6,10,11],[7,8,12,13],[9,14,15,16]]	[[1,5,7,9],[2,6,8,14],[3,10,12,15],[4,11,13,16]]
174	1111223342234344	1234121213432434	[[1,2,3,4],[5,6,10,11],[7,8,12,14],[9,13,15,16]]	[[1,5,7,9],[2,6,8,13],[3,10,12,15],[4,11,14,16]]
175	1111223342234434	1234121213432344	[[1,2,3,4],[5,6,10,11],[7,8,12,15],[9,13,14,16]]	[[1,5,7,9],[2,6,8,13],[3,10,12,14],[4,11,15,16]]
176	1111223342243344	1234121213423434	[[1,2,3,4],[5,6,10,11],[7,8,13,14],[9,12,15,16]]	[[1,5,7,9],[2,6,8,12],[3,10,13,15],[4,11,14,16]]
177	1111223342243434	1234121213423344	[[1,2,3,4],[5,6,10,11],[7,8,13,15],[9,12,14,16]]	[[1,5,7,9],[2,6,8,12],[3,10,13,14],[4,11,15,16]]
178	1111223342323444	1234121213344234	[[1,2,3,4],[5,6,10,12],[7,8,11,13],[9,14,15,16]]	[[1,5,7,9],[2,6,8,14],[3,10,11,15],[4,12,13,16]]
179	1111223342324344	1234121213342434	[[1,2,3,4],[5,6,10,12],[7,8,11,14],[9,13,15,16]]	[[1,5,7,9],[2,6,8,13],[3,10,11,15],[4,12,14,16]]
180	1111223342324434	1234121213342344	[[1,2,3,4],[5,6,10,12],[7,8,11,15],[9,13,14,16]]	[[1,5,7,9],[2,6,8,13],[3,10,11,14],[4,12,15,16]]
181	1111223342342344	1234121213324434	[[1,2,3,4],[5,6,10,13],[7,8,11,14],[9,12,15,16]]	[[1,5,7,9],[2,6,8,12],[3,10,11,15],[4,13,14,16]]
182	1111223342342434	1234121213324344	[[1,2,3,4],[5,6,10,13],[7,8,11,15],[9,12,14,16]]	[[1,5,7,9],[2,6,8,12],[3,10,11,14],[4,13,15,16]]
183	1111223342344234	1234121213323444	[[1,2,3,4],[5,6,10,14],[7,8,11,15],[9,12,13,16]]	[[1,5,7,9],[2,6,8,12],[3,10,11,13],[4,14,15,16]]
184	1111223342423344	1234121213243434	[[1,2,3,4],[5,6,10,12],[7,8,13,14],[9,11,15,16]]	[[1,5,7,9],[2,6,8,11],[3,10,13,15],[4,12,14,16]]
185	1111223342423434	1234121213243344	[[1,2,3,4],[5,6,10,12],[7,8,13,15],[9,11,14,16]]	[[1,5,7,9],[2,6,8,11],[3,10,13,14],[4,12,15,16]]
186	1111223342432344	1234121213234434	[[1,2,3,4],[5,6,10,13],[7,8,12,14],[9,11,15,16]]	[[1,5,7,9],[2,6,8,11],[3,10,12,15],[4,13,14,16]]
187	1111223342432434	1234121213234344	[[1,2,3,4],[5,6,10,13],[7,8,12,15],[9,11,14,16]]	[[1,5,7,9],[2,6,8,11],[3,10,12,14],[4,13,15,16]]
188	1111223342434234	1234121213233444	[[1,2,3,4],[5,6,10,14],[7,8,12,15],[9,11,13,16]]	[[1,5,7,9],[2,6,8,11],[3,10,12,13],[4,14,15,16]]
189	1111223344223344	1234121212343434	[[1,2,3,4],[5,6,11,12],[7,8,13,14],[9,10,15,16]]	[[1,5,7,9],[2,6,8,10],[3,11,13,15],[4,12,14,16]]
190	1111223344223434	1234121212343344	[[1,2,3,4],[5,6,11,12],[7,8,13,15],[9,10,14,16]]	[[1,5,7,9],[2,6,8,10],[3,11,13,14],[4,12,15,16]]
191	1111223344232344	1234121212334434	[[1,2,3,4],[5,6,11,13],[7,8,12,14],[9,10,15,16]]	[[1,5,7,9],[2,6,8,10],[3,11,12,15],[4,13,14,16]]
192	1111223344232434	1234121212334344	[[1,2,3,4],[5,6,11,13],[7,8,12,15],[9,10,14,16]]	[[1,5,7,9],[2,6,8,10],[3,11,12,14],[4,13,15,16]]
193	1111223344234234	1234121212333444	[[1,2,3,4],[5,6,11,14],[7,8,12,15],[9,10,13,16]]	[[1,5,7,9],[2,6,8,10],[3,11,12,13],[4,14,15,16]]
194	1111223422333444	1234121134234234	[[1,2,3,4],[5,6,9,10],[7,11,12,13],[8,14,15,16]]	[[1,5,7,8],[2,6,11,14],[3,9,12,15],[4,10,13,16]]
195	1111223422334344	1234121134232434	[[1,2,3,4],[5,6,9,10],[7,11,12,14],[8,13,15,16]]	[[1,5,7,8],[2,6,11,13],[3,9,12,15],[4,10,14,16]]
196	1111223422334434	1234121134232344	[[1,2,3,4],[5,6,9,10],[7,11,12,15],[8,13,14,16]]	[[1,5,7,8],[2,6,11,13],[3,9,12,14],[4,10,15,16]]
197	1111223422343344	1234121134223434	[[1,2,3,4],[5,6,9,10],[7,11,13,14],[8,12,15,16]]	[[1,5,7,8],[2,6,11,12],[3,9,13,15],[4,10,14,16]]
198	1111223422343434	1234121134223344	[[1,2,3,4],[5,6,9,10],[7,11,13,15],[8,12,14,16]]	[[1,5,7,8],[2,6,11,12],[3,9,13,14],[4,10,15,16]]
199	1111223423233444	1234121132434234	[[1,2,3,4],[5,6,9,11],[7,10,12,13],[8,14,15,16]]	[[1,5,7,8],[2,6,10,14],[3,9,12,15],[4,11,13,16]]
200	1111223423234344	1234121132432434	[[1,2,3,4],[5,6,9,11],[7,10,12,14],[8,13,15,16]]	[[1,5,7,8],[2,6,10,13],[3,9,12,15],[4,11,14,16]]
201	1111223423234434	1234121132432344	[[1,2,3,4],[5,6,9,11],[7,10,12,15],[8,13,14,16]]	[[1,5,7,8],[2,6,10,13],[3,9,12,14],[4,11,15,16]]
202	1111223423243344	1234121132423434	[[1,2,3,4],[5,6,9,11],[7,10,13,14],[8,12,15,16]]	[[1,5,7,8],[2,6,10,12],[3,9,13,15],[4,11,14,16]]
203	1111223423243434	1234121132423344	[[1,2,3,4],[5,6,9,11],[7,10,13,15],[8,12,14,16]]	[[1,5,7,8],[2,6,10,12],[3,9,13,14],[4,11,15,16]]
204	1111223423323444	1234121132344234	[[1,2,3,4],[5,6,9,12],[7,10,11,13],[8,14,15,16]]	[[1,5,7,8],[2,6,10,14],[3,9,11,15],[4,12,13,16]]
205	1111223423324344	1234121132342434	[[1,2,3,4],[5,6,9,12],[7,10,11,14],[8,13,15,16]]	[[1,5,7,8],[2,6,10,13],[3,9,11,15],[4,12,14,16]]
206	1111223423324434	1234121132342344	[[1,2,3,4],[5,6,9,12],[7,10,11,15],[8,13,14,16]]	[[1,5,7,8],[2,6,10,13],[3,9,11,14],[4,12,15,16]]
207	1111223423342344	1234121132324434	[[1,2,3,4],[5,6,9,13],[7,10,11,14],[8,12,15,16]]	[[1,5,7,8],[2,6,10,12],[3,9,11,15],[4,13,14,16]]
208	1111223423342434	1234121132324344	[[1,2,3,4],[5,6,9,13],[7,10,11,15],[8,12,14,16]]	[[1,5,7,8],[2,6,10,12],[3,9,11,14],[4,13,15,16]]
209	1111223423344234	1234121132323444	[[1,2,3,4],[5,6,9,14],[7,10,11,15],[8,12,13,16]]	[[1,5,7,8],[2,6,10,12],[3,9,11,13],[4,14,15,16]]
210	1111223423423344	1234121132243434	[[1,2,3,4],[5,6,9,12],[7,10,13,14],[8,11,15,16]]	[[1,5,7,8],[2,6,10,11],[3,9,13,15],[4,12,14,16]]
211	1111223423423434	1234121132243344	[[1,2,3,4],[5,6,9,12],[7,10,13,15],[8,11,14,16]]	[[1,5,7,8],[2,6,10,11],[3,9,13,14],[4,12,15,16]]
212	1111223423432344	1234121132234434	[[1,2,3,4],[5,6,9,13],[7,10,12,14],[8,11,15,16]]	[[1,5,7,8],[2,6,10,11],[3,9,12,15],[4,13,14,16]]
213	1111223423432434	1234121132234344	[[1,2,3,4],[5,6,9,13],[7,10,12,15],[8,11,14,16]]	[[1,5,7,8],[2,6,10,11],[3,9,12,14],[4,13,15,16]]
214	1111223423434234	1234121132233444	[[1,2,3,4],[5,6,9,14],[7,10,12,15],[8,11,13,16]]	[[1,5,7,8],[2,6,10,11],[3,9,12,13],[4,14,15,16]]
215	1111223432234344	1234121123432434	[[1,2,3,4],[5,6,10,11],[7,9,12,14],[8,13,15,16]]	[[1,5,7,8],[2,6,9,13],[3,10,12,15],[4,11,14,16]]
216	1111223432234434	1234121123432344	[[1,2,3,4],[5,6,10,11],[7,9,12,15],[8,13,14,16]]	[[1,5,7,8],[2,6,9,13],[3,10,12,14],[4,11,15,16]]
217	1111223432323444	1234121123344234	[[1,2,3,4],[5,6,10,12],[7,9,11,13],[8,14,15,16]]	[[1,5,7,8],[2,6,9,14],[3,10,11,15],[4,12,13,16]]
218	1111223432324344	1234121123342434	[[1,2,3,4],[5,6,10,12],[7,9,11,14],[8,13,15,16]]	[[1,5,7,8],[2,6,9,13],[3,10,11,15],[4,12,14,16]]
219	1111223432324434	1234121123342344	[[1,2,3,4],[5,6,10,12],[7,9,11,15],[8,13,14,16]]	[[1,5,7,8],[2,6,9,13],[3,10,11,14],[4,12,15,16]]
220	1111223432342344	1234121123324434	[[1,2,3,4],[5,6,10,13],[7,9,11,14],[8,12,15,16]]	[[1,5,7,8],[2,6,9,12],[3,10,11,15],[4,13,14,16]]
221	1111223432342434	1234121123324344	[[1,2,3,4],[5,6,10,13],[7,9,11,15],[8,12,14,16]]	[[1,5,7,8],[2,6,9,12],[3,10,11,14],[4,13,15,16]]
222	1111223432344234	1234121123323444	[[1,2,3,4],[5,6,10,14],[7,9,11,15],[8,12,13,16]]	[[1,5,7,8],[2,6,9,12],[3,10,11,13],[4,14,15,16]]
223	1111223432423344	1234121123243434	[[1,2,3,4],[5,6,10,12],[7,9,13,14],[8,11,15,16]]	[[1,5,7,8],[2,6,9,11],[3,10,13,15],[4,12,14,16]]
224	1111223432423434	1234121123243344	[[1,2,3,4],[5,6,10,12],[7,9,13,15],[8,11,14,16]]	[[1,5,7,8],[2,6,9,11],[3,10,13,14],[4,12,15,16]]
225	1111223432432344	1234121123234434	[[1,2,3,4],[5,6,10,13],[7,9,12,14],[8,11,15,16]]	[[1,5,7,8],[2,6,9,11],[3,10,12,15],[4,13,14,16]]
226	1111223432432434	1234121123234344	[[1,2,3,4],[5,6,10,13],[7,9,12,15],[8,11,14,16]]	[[1,5,7,8],[2,6,9,11],[3,10,12,14],[4,13,15,16]]
227	1111223432434234	1234121123233444	[[1,2,3,4],[5,6,10,14],[7,9,12,15],[8,11,13,16]]	[[1,5,7,8],[2,6,9,11],[3,10,12,13],[4,14,15,16]]
228	1111223434223344	1234121122343434	[[1,2,3,4],[5,6,11,12],[7,9,13,14],[8,10,15,16]]	[[1,5,7,8],[2,6,9,10],[3,11,13,15],[4,12,14,16]]
229	1111223434223434	1234121122343344	[[1,2,3,4],[5,6,11,12],[7,9,13,15],[8,10,14,16]]	[[1,5,7,8],[2,6,9,10],[3,11,13,14],[4,12,15,16]]
230	1111223434232344	1234121122334434	[[1,2,3,4],[5,6,11,13],[7,9,12,14],[8,10,15,16]]	[[1,5,7,8],[2,6,9,10],[3,11,12,15],[4,13,14,16]]
231	1111223434232434	1234121122334344	[[1,2,3,4],[5,6,11,13],[7,9,12,15],[8,10,14,16]]	[[1,5,7,8],[2,6,9,10],[3,11,12,14],[4,13,15,16]]
232	1111223434234234	1234121122333444	[[1,2,3,4],[5,6,11,14],[7,9,12,15],[8,10,13,16]]	[[1,5,7,8],[2,6,9,10],[3,11,12,13],[4,14,15,16]]
233	1111232223433444	1234112342134234	[[1,2,3,4],[5,7,8,9],[6,10,12,13],[11,14,15,16]]	[[1,5,6,11],[2,7,10,14],[3,8,12,15],[4,9,13,16]]
234	1111232223434344	1234112342132434	[[1,2,3,4],[5,7,8,9],[6,10,12,14],[11,13,15,16]]	[[1,5,6,11],[2,7,10,13],[3,8,12,15],[4,9,14,16]]
235	1111232223434434	1234112342132344	[[1,2,3,4],[5,7,8,9],[6,10,12,15],[11,13,14,16]]	[[1,5,6,11],[2,7,10,13],[3,8,12,14],[4,9,15,16]]
236	1111232223443434	1234112342123344	[[1,2,3,4],[5,7,8,9],[6,10,13,15],[11,12,14,16]]	[[1,5,6,11],[2,7,10,12],[3,8,13,14],[4,9,15,16]]
237	1111232232343444	1234112324314234	[[1,2,3,4],[5,7,8,10],[6,9,11,13],[12,14,15,16]]	[[1,5,6,12],[2,7,9,14],[3,8,11,15],[4,10,13,16]]
238	1111232232344344	1234112324312434	[[1,2,3,4],[5,7,8,10],[6,9,11,14],[12,13,15,16]]	[[1,5,6,12],[2,7,9,13],[3,8,11,15],[4,10,14,16]]
239	1111232232433444	1234112324134234	[[1,2,3,4],[5,7,8,10],[6,9,12,13],[11,14,15,16]]	[[1,5,6,11],[2,7,9,14],[3,8,12,15],[4,10,13,16]]
240	1111232232434344	1234112324132434	[[1,2,3,4],[5,7,8,10],[6,9,12,14],[11,13,15,16]]	[[1,5,6,11],[2,7,9,13],[3,8,12,15],[4,10,14,16]]
241	1111232232434434	1234112324132344	[[1,2,3,4],[5,7,8,10],[6,9,12,15],[11,13,14,16]]	[[1,5,6,11],[2,7,9,13],[3,8,12,14],[4,10,15,16]]
242	1111232232443434	1234112324123344	[[1,2,3,4],[5,7,8,10],[6,9,13,15],[11,12,14,16]]	[[1,5,6,11],[2,7,9,12],[3,8,13,14],[4,10,15,16]]
243	1111232233243444	1234112323414234	[[1,2,3,4],[5,7,8,11],[6,9,10,13],[12,14,15,16]]	[[1,5,6,12],[2,7,9,14],[3,8,10,15],[4,11,13,16]]
244	1111232233244344	1234112323412434	[[1,2,3,4],[5,7,8,11],[6,9,10,14],[12,13,15,16]]	[[1,5,6,12],[2,7,9,13],[3,8,10,15],[4,11,14,16]]
245	1111232233423444	1234112323144234	[[1,2,3,4],[5,7,8,12],[6,9,10,13],[11,14,15,16]]	[[1,5,6,11],[2,7,9,14],[3,8,10,15],[4,12,13,16]]
246	1111232233424344	1234112323142434	[[1,2,3,4],[5,7,8,12],[6,9,10,14],[11,13,15,16]]	[[1,5,6,11],[2,7,9,13],[3,8,10,15],[4,12,14,16]]
247	1111232233424434	1234112323142344	[[1,2,3,4],[5,7,8,12],[6,9,10,15],[11,13,14,16]]	[[1,5,6,11],[2,7,9,13],[3,8,10,14],[4,12,15,16]]
248	1111232233442344	1234112323124434	[[1,2,3,4],[5,7,8,13],[6,9,10,14],[11,12,15,16]]	[[1,5,6,11],[2,7,9,12],[3,8,10,15],[4,13,14,16]]
249	1111232233442434	1234112323124344	[[1,2,3,4],[5,7,8,13],[6,9,10,15],[11,12,14,16]]	[[1,5,6,11],[2,7,9,12],[3,8,10,14],[4,13,15,16]]
250	1111232233444234	1234112323123444	[[1,2,3,4],[5,7,8,14],[6,9,10,15],[11,12,13,16]]	[[1,5,6,11],[2,7,9,12],[3,8,10,13],[4,14,15,16]]
251	1111232234233444	1234112321434234	[[1,2,3,4],[5,7,8,11],[6,9,12,13],[10,14,15,16]]	[[1,5,6,10],[2,7,9,14],[3,8,12,15],[4,11,13,16]]
252	1111232234234344	1234112321432434	[[1,2,3,4],[5,7,8,11],[6,9,12,14],[10,13,15,16]]	[[1,5,6,10],[2,7,9,13],[3,8,12,15],[4,11,14,16]]
253	1111232234234434	1234112321432344	[[1,2,3,4],[5,7,8,11],[6,9,12,15],[10,13,14,16]]	[[1,5,6,10],[2,7,9,13],[3,8,12,14],[4,11,15,16]]
254	1111232234243344	1234112321423434	[[1,2,3,4],[5,7,8,11],[6,9,13,14],[10,12,15,16]]	[[1,5,6,10],[2,7,9,12],[3,8,13,15],[4,11,14,16]]
255	1111232234243434	1234112321423344	[[1,2,3,4],[5,7,8,11],[6,9,13,15],[10,12,14,16]]	[[1,5,6,10],[2,7,9,12],[3,8,13,14],[4,11,15,16]]
256	1111232234323444	1234112321344234	[[1,2,3,4],[5,7,8,12],[6,9,11,13],[10,14,15,16]]	[[1,5,6,10],[2,7,9,14],[3,8,11,15],[4,12,13,16]]
257	1111232234324344	1234112321342434	[[1,2,3,4],[5,7,8,12],[6,9,11,14],[10,13,15,16]]	[[1,5,6,10],[2,7,9,13],[3,8,11,15],[4,12,14,16]]
258	1111232234324434	1234112321342344	[[1,2,3,4],[5,7,8,12],[6,9,11,15],[10,13,14,16]]	[[1,5,6,10],[2,7,9,13],[3,8,11,14],[4,12,15,16]]
259	1111232234342344	1234112321324434	[[1,2,3,4],[5,7,8,13],[6,9,11,14],[10,12,15,16]]	[[1,5,6,10],[2,7,9,12],[3,8,11,15],[4,13,14,16]]
260	1111232234342434	1234112321324344	[[1,2,3,4],[5,7,8,13],[6,9,11,15],[10,12,14,16]]	[[1,5,6,10],[2,7,9,12],[3,8,11,14],[4,13,15,16]]
261	1111232234344234	1234112321323444	[[1,2,3,4],[5,7,8,14],[6,9,11,15],[10,12,13,16]]	[[1,5,6,10],[2,7,9,12],[3,8,11,13],[4,14,15,16]]
262	1111232234423344	1234112321243434	[[1,2,3,4],[5,7,8,12],[6,9,13,14],[10,11,15,16]]	[[1,5,6,10],[2,7,9,11],[3,8,13,15],[4,12,14,16]]
263	1111232234423434	1234112321243344	[[1,2,3,4],[5,7,8,12],[6,9,13,15],[10,11,14,16]]	[[1,5,6,10],[2,7,9,11],[3,8,13,14],[4,12,15,16]]
264	1111232234432344	1234112321234434	[[1,2,3,4],[5,7,8,13],[6,9,12,14],[10,11,15,16]]	[[1,5,6,10],[2,7,9,11],[3,8,12,15],[4,13,14,16]]
265	1111232234434234	1234112321233444	[[1,2,3,4],[5,7,8,14],[6,9,12,15],[10,11,13,16]]	[[1,5,6,10],[2,7,9,11],[3,8,12,13],[4,14,15,16]]
266	1111232242333444	1234112314234234	[[1,2,3,4],[5,7,8,10],[6,11,12,13],[9,14,15,16]]	[[1,5,6,9],[2,7,11,14],[3,8,12,15],[4,10,13,16]]
267	1111232242334344	1234112314232434	[[1,2,3,4],[5,7,8,10],[6,11,12,14],[9,13,15,16]]	[[1,5,6,9],[2,7,11,13],[3,8,12,15],[4,10,14,16]]
268	1111232242334434	1234112314232344	[[1,2,3,4],[5,7,8,10],[6,11,12,15],[9,13,14,16]]	[[1,5,6,9],[2,7,11,13],[3,8,12,14],[4,10,15,16]]
269	1111232242343344	1234112314223434	[[1,2,3,4],[5,7,8,10],[6,11,13,14],[9,12,15,16]]	[[1,5,6,9],[2,7,11,12],[3,8,13,15],[4,10,14,16]]
270	1111232242343434	1234112314223344	[[1,2,3,4],[5,7,8,10],[6,11,13,15],[9,12,14,16]]	[[1,5,6,9],[2,7,11,12],[3,8,13,14],[4,10,15,16]]
271	1111232243233444	1234112312434234	[[1,2,3,4],[5,7,8,11],[6,10,12,13],[9,14,15,16]]	[[1,5,6,9],[2,7,10,14],[3,8,12,15],[4,11,13,16]]
272	1111232243234344	1234112312432434	[[1,2,3,4],[5,7,8,11],[6,10,12,14],[9,13,15,16]]	[[1,5,6,9],[2,7,10,13],[3,8,12,15],[4,11,14,16]]
273	1111232243234434	1234112312432344	[[1,2,3,4],[5,7,8,11],[6,10,12,15],[9,13,14,16]]	[[1,5,6,9],[2,7,10,13],[3,8,12,14],[4,11,15,16]]
274	1111232243243344	1234112312423434	[[1,2,3,4],[5,7,8,11],[6,10,13,14],[9,12,15,16]]	[[1,5,6,9],[2,7,10,12],[3,8,13,15],[4,11,14,16]]
275	1111232243243434	1234112312423344	[[1,2,3,4],[5,7,8,11],[6,10,13,15],[9,12,14,16]]	[[1,5,6,9],[2,7,10,12],[3,8,13,14],[4,11,15,16]]
276	1111232243323444	1234112312344234	[[1,2,3,4],[5,7,8,12],[6,10,11,13],[9,14,15,16]]	[[1,5,6,9],[2,7,10,14],[3,8,11,15],[4,12,13,16]]
277	1111232243342344	1234112312324434	[[1,2,3,4],[5,7,8,13],[6,10,11,14],[9,12,15,16]]	[[1,5,6,9],[2,7,10,12],[3,8,11,15],[4,13,14,16]]
278	1111232243342434	1234112312324344	[[1,2,3,4],[5,7,8,13],[6,10,11,15],[9,12,14,16]]	[[1,5,6,9],[2,7,10,12],[3,8,11,14],[4,13,15,16]]
279	1111232243344234	1234112312323444	[[1,2,3,4],[5,7,8,14],[6,10,11,15],[9,12,13,16]]	[[1,5,6,9],[2,7,10,12],[3,8,11,13],[4,14,15,16]]
280	1111232243423344	1234112312243434	[[1,2,3,4],[5,7,8,12],[6,10,13,14],[9,11,15,16]]	[[1,5,6,9],[2,7,10,11],[3,8,13,15],[4,12,14,16]]
281	1111232243423434	1234112312243344	[[1,2,3,4],[5,7,8,12],[6,10,13,15],[9,11,14,16]]	[[1,5,6,9],[2,7,10,11],[3,8,13,14],[4,12,15,16]]
282	1111232243432344	1234112312234434	[[1,2,3,4],[5,7,8,13],[6,10,12,14],[9,11,15,16]]	[[1,5,6,9],[2,7,10,11],[3,8,12,15],[4,13,14,16]]
283	1111232243432434	1234112312234344	[[1,2,3,4],[5,7,8,13],[6,10,12,15],[9,11,14,16]]	[[1,5,6,9],[2,7,10,11],[3,8,12,14],[4,13,15,16]]
284	1111232243434234	1234112312233444	[[1,2,3,4],[5,7,8,14],[6,10,12,15],[9,11,13,16]]	[[1,5,6,9],[2,7,10,11],[3,8,12,13],[4,14,15,16]]
285	1111232322343444	1234112234314234	[[1,2,3,4],[5,7,9,10],[6,8,11,13],[12,14,15,16]]	[[1,5,6,12],[2,7,8,14],[3,9,11,15],[4,10,13,16]]
286	1111232322344344	1234112234312434	[[1,2,3,4],[5,7,9,10],[6,8,11,14],[12,13,15,16]]	[[1,5,6,12],[2,7,8,13],[3,9,11,15],[4,10,14,16]]
287	1111232322433444	1234112234134234	[[1,2,3,4],[5,7,9,10],[6,8,12,13],[11,14,15,16]]	[[1,5,6,11],[2,7,8,14],[3,9,12,15],[4,10,13,16]]
288	1111232322434344	1234112234132434	[[1,2,3,4],[5,7,9,10],[6,8,12,14],[11,13,15,16]]	[[1,5,6,11],[2,7,8,13],[3,9,12,15],[4,10,14,16]]
289	1111232322434434	1234112234132344	[[1,2,3,4],[5,7,9,10],[6,8,12,15],[11,13,14,16]]	[[1,5,6,11],[2,7,8,13],[3,9,12,14],[4,10,15,16]]
290	1111232322443434	1234112234123344	[[1,2,3,4],[5,7,9,10],[6,8,13,15],[11,12,14,16]]	[[1,5,6,11],[2,7,8,12],[3,9,13,14],[4,10,15,16]]
291	1111232323243444	1234112233414234	[[1,2,3,4],[5,7,9,11],[6,8,10,13],[12,14,15,16]]	[[1,5,6,12],[2,7,8,14],[3,9,10,15],[4,11,13,16]]
292	1111232323244344	1234112233412434	[[1,2,3,4],[5,7,9,11],[6,8,10,14],[12,13,15,16]]	[[1,5,6,12],[2,7,8,13],[3,9,10,15],[4,11,14,16]]
293	1111232323423444	1234112233144234	[[1,2,3,4],[5,7,9,12],[6,8,10,13],[11,14,15,16]]	[[1,5,6,11],[2,7,8,14],[3,9,10,15],[4,12,13,16]]
294	1111232323424344	1234112233142434	[[1,2,3,4],[5,7,9,12],[6,8,10,14],[11,13,15,16]]	[[1,5,6,11],[2,7,8,13],[3,9,10,15],[4,12,14,16]]
295	1111232323424434	1234112233142344	[[1,2,3,4],[5,7,9,12],[6,8,10,15],[11,13,14,16]]	[[1,5,6,11],[2,7,8,13],[3,9,10,14],[4,12,15,16]]
