index	original_representative	transpose_word	original_tableau	transpose_tableau
1145	1112234312342434	1231211243324344	[[1,2,3,9],[4,5,10,13],[6,8,11,15],[7,12,14,16]]	[[1,4,6,7],[2,5,8,12],[3,10,11,14],[9,13,15,16]]
1146	1112234312344234	1231211243323444	[[1,2,3,9],[4,5,10,14],[6,8,11,15],[7,12,13,16]]	[[1,4,6,7],[2,5,8,12],[3,10,11,13],[9,14,15,16]]
1147	1112234312423344	1231211243243434	[[1,2,3,9],[4,5,10,12],[6,8,13,14],[7,11,15,16]]	[[1,4,6,7],[2,5,8,11],[3,10,13,15],[9,12,14,16]]
1148	1112234312423434	1231211243243344	[[1,2,3,9],[4,5,10,12],[6,8,13,15],[7,11,14,16]]	[[1,4,6,7],[2,5,8,11],[3,10,13,14],[9,12,15,16]]
1149	1112234312432344	1231211243234434	[[1,2,3,9],[4,5,10,13],[6,8,12,14],[7,11,15,16]]	[[1,4,6,7],[2,5,8,11],[3,10,12,15],[9,13,14,16]]
1150	1112234312434234	1231211243233444	[[1,2,3,9],[4,5,10,14],[6,8,12,15],[7,11,13,16]]	[[1,4,6,7],[2,5,8,11],[3,10,12,13],[9,14,15,16]]
1151	1112234323412344	1231211233244434	[[1,2,3,12],[4,5,9,13],[6,8,10,14],[7,11,15,16]]	[[1,4,6,7],[2,5,8,11],[3,9,10,15],[12,13,14,16]]
1152	1112234341223344	1231211224343434	[[1,2,3,10],[4,5,11,12],[6,8,13,14],[7,9,15,16]]	[[1,4,6,7],[2,5,8,9],[3,11,13,15],[10,12,14,16]]
1153	1112234341223434	1231211224343344	[[1,2,3,10],[4,5,11,12],[6,8,13,15],[7,9,14,16]]	[[1,4,6,7],[2,5,8,9],[3,11,13,14],[10,12,15,16]]
1154	1112234341232344	1231211224334434	[[1,2,3,10],[4,5,11,13],[6,8,12,14],[7,9,15,16]]	[[1,4,6,7],[2,5,8,9],[3,11,12,15],[10,13,14,16]]
1155	1112234341232434	1231211224334344	[[1,2,3,10],[4,5,11,13],[6,8,12,15],[7,9,14,16]]	[[1,4,6,7],[2,5,8,9],[3,11,12,14],[10,13,15,16]]
1156	1112234341234234	1231211224333444	[[1,2,3,10],[4,5,11,14],[6,8,12,15],[7,9,13,16]]	[[1,4,6,7],[2,5,8,9],[3,11,12,13],[10,14,15,16]]
1157	1112234342123344	1231211223443434	[[1,2,3,11],[4,5,10,12],[6,8,13,14],[7,9,15,16]]	[[1,4,6,7],[2,5,8,9],[3,10,13,15],[11,12,14,16]]
1158	1112234342123434	1231211223443344	[[1,2,3,11],[4,5,10,12],[6,8,13,15],[7,9,14,16]]	[[1,4,6,7],[2,5,8,9],[3,10,13,14],[11,12,15,16]]
1159	1112234342132344	1231211223434434	[[1,2,3,11],[4,5,10,13],[6,8,12,14],[7,9,15,16]]	[[1,4,6,7],[2,5,8,9],[3,10,12,15],[11,13,14,16]]
1160	1112234342312344	1231211223344434	[[1,2,3,12],[4,5,10,13],[6,8,11,14],[7,9,15,16]]	[[1,4,6,7],[2,5,8,9],[3,10,11,15],[12,13,14,16]]
1161	1112312223434344	1231142342132434	[[1,2,3,6],[4,7,8,9],[5,10,12,14],[11,13,15,16]]	[[1,4,5,11],[2,7,10,13],[3,8,12,15],[6,9,14,16]]
1162	1112312223434434	1231142342132344	[[1,2,3,6],[4,7,8,9],[5,10,12,15],[11,13,14,16]]	[[1,4,5,11],[2,7,10,13],[3,8,12,14],[6,9,15,16]]
1163	1112312232434344	1231142324132434	[[1,2,3,6],[4,7,8,10],[5,9,12,14],[11,13,15,16]]	[[1,4,5,11],[2,7,9,13],[3,8,12,15],[6,10,14,16]]
1164	1112312232434434	1231142324132344	[[1,2,3,6],[4,7,8,10],[5,9,12,15],[11,13,14,16]]	[[1,4,5,11],[2,7,9,13],[3,8,12,14],[6,10,15,16]]
1165	1112312233424344	1231142323142434	[[1,2,3,6],[4,7,8,12],[5,9,10,14],[11,13,15,16]]	[[1,4,5,11],[2,7,9,13],[3,8,10,15],[6,12,14,16]]
1166	1112312233424434	1231142323142344	[[1,2,3,6],[4,7,8,12],[5,9,10,15],[11,13,14,16]]	[[1,4,5,11],[2,7,9,13],[3,8,10,14],[6,12,15,16]]
1167	1112312233442344	1231142323124434	[[1,2,3,6],[4,7,8,13],[5,9,10,14],[11,12,15,16]]	[[1,4,5,11],[2,7,9,12],[3,8,10,15],[6,13,14,16]]
1168	1112312234234344	1231142321432434	[[1,2,3,6],[4,7,8,11],[5,9,12,14],[10,13,15,16]]	[[1,4,5,10],[2,7,9,13],[3,8,12,15],[6,11,14,16]]
1169	1112312234234434	1231142321432344	[[1,2,3,6],[4,7,8,11],[5,9,12,15],[10,13,14,16]]	[[1,4,5,10],[2,7,9,13],[3,8,12,14],[6,11,15,16]]
1170	1112312234243434	1231142321423344	[[1,2,3,6],[4,7,8,11],[5,9,13,15],[10,12,14,16]]	[[1,4,5,10],[2,7,9,12],[3,8,13,14],[6,11,15,16]]
1171	1112312234342344	1231142321324434	[[1,2,3,6],[4,7,8,13],[5,9,11,14],[10,12,15,16]]	[[1,4,5,10],[2,7,9,12],[3,8,11,15],[6,13,14,16]]
1172	1112312234342434	1231142321324344	[[1,2,3,6],[4,7,8,13],[5,9,11,15],[10,12,14,16]]	[[1,4,5,10],[2,7,9,12],[3,8,11,14],[6,13,15,16]]
1173	1112312234344234	1231142321323444	[[1,2,3,6],[4,7,8,14],[5,9,11,15],[10,12,13,16]]	[[1,4,5,10],[2,7,9,12],[3,8,11,13],[6,14,15,16]]
1174	1112312234423434	1231142321243344	[[1,2,3,6],[4,7,8,12],[5,9,13,15],[10,11,14,16]]	[[1,4,5,10],[2,7,9,11],[3,8,13,14],[6,12,15,16]]
1175	1112312242334344	1231142314232434	[[1,2,3,6],[4,7,8,10],[5,11,12,14],[9,13,15,16]]	[[1,4,5,9],[2,7,11,13],[3,8,12,15],[6,10,14,16]]
1176	1112312242334434	1231142314232344	[[1,2,3,6],[4,7,8,10],[5,11,12,15],[9,13,14,16]]	[[1,4,5,9],[2,7,11,13],[3,8,12,14],[6,10,15,16]]
1177	1112312242343434	1231142314223344	[[1,2,3,6],[4,7,8,10],[5,11,13,15],[9,12,14,16]]	[[1,4,5,9],[2,7,11,12],[3,8,13,14],[6,10,15,16]]
1178	1112312243234344	1231142312432434	[[1,2,3,6],[4,7,8,11],[5,10,12,14],[9,13,15,16]]	[[1,4,5,9],[2,7,10,13],[3,8,12,15],[6,11,14,16]]
1179	1112312243234434	1231142312432344	[[1,2,3,6],[4,7,8,11],[5,10,12,15],[9,13,14,16]]	[[1,4,5,9],[2,7,10,13],[3,8,12,14],[6,11,15,16]]
1180	1112312243423344	1231142312243434	[[1,2,3,6],[4,7,8,12],[5,10,13,14],[9,11,15,16]]	[[1,4,5,9],[2,7,10,11],[3,8,13,15],[6,12,14,16]]
1181	1112312243423434	1231142312243344	[[1,2,3,6],[4,7,8,12],[5,10,13,15],[9,11,14,16]]	[[1,4,5,9],[2,7,10,11],[3,8,13,14],[6,12,15,16]]
1182	1112312243432344	1231142312234434	[[1,2,3,6],[4,7,8,13],[5,10,12,14],[9,11,15,16]]	[[1,4,5,9],[2,7,10,11],[3,8,12,15],[6,13,14,16]]
1183	1112312243434234	1231142312233444	[[1,2,3,6],[4,7,8,14],[5,10,12,15],[9,11,13,16]]	[[1,4,5,9],[2,7,10,11],[3,8,12,13],[6,14,15,16]]
1184	1112312323424344	1231142233142434	[[1,2,3,6],[4,7,9,12],[5,8,10,14],[11,13,15,16]]	[[1,4,5,11],[2,7,8,13],[3,9,10,15],[6,12,14,16]]
1185	1112312323424434	1231142233142344	[[1,2,3,6],[4,7,9,12],[5,8,10,15],[11,13,14,16]]	[[1,4,5,11],[2,7,8,13],[3,9,10,14],[6,12,15,16]]
1186	1112312323442344	1231142233124434	[[1,2,3,6],[4,7,9,13],[5,8,10,14],[11,12,15,16]]	[[1,4,5,11],[2,7,8,12],[3,9,10,15],[6,13,14,16]]
1187	1112312324234344	1231142231432434	[[1,2,3,6],[4,7,9,11],[5,8,12,14],[10,13,15,16]]	[[1,4,5,10],[2,7,8,13],[3,9,12,15],[6,11,14,16]]
1188	1112312324234434	1231142231432344	[[1,2,3,6],[4,7,9,11],[5,8,12,15],[10,13,14,16]]	[[1,4,5,10],[2,7,8,13],[3,9,12,14],[6,11,15,16]]
1189	1112312324243434	1231142231423344	[[1,2,3,6],[4,7,9,11],[5,8,13,15],[10,12,14,16]]	[[1,4,5,10],[2,7,8,12],[3,9,13,14],[6,11,15,16]]
1190	1112312324342344	1231142231324434	[[1,2,3,6],[4,7,9,13],[5,8,11,14],[10,12,15,16]]	[[1,4,5,10],[2,7,8,12],[3,9,11,15],[6,13,14,16]]
1191	1112312324342434	1231142231324344	[[1,2,3,6],[4,7,9,13],[5,8,11,15],[10,12,14,16]]	[[1,4,5,10],[2,7,8,12],[3,9,11,14],[6,13,15,16]]
1192	1112312324344234	1231142231323444	[[1,2,3,6],[4,7,9,14],[5,8,11,15],[10,12,13,16]]	[[1,4,5,10],[2,7,8,12],[3,9,11,13],[6,14,15,16]]
1193	1112312324423434	1231142231243344	[[1,2,3,6],[4,7,9,12],[5,8,13,15],[10,11,14,16]]	[[1,4,5,10],[2,7,8,11],[3,9,13,14],[6,12,15,16]]
1194	1112312342234344	1231142213432434	[[1,2,3,6],[4,7,10,11],[5,8,12,14],[9,13,15,16]]	[[1,4,5,9],[2,7,8,13],[3,10,12,15],[6,11,14,16]]
1195	1112312342234434	1231142213432344	[[1,2,3,6],[4,7,10,11],[5,8,12,15],[9,13,14,16]]	[[1,4,5,9],[2,7,8,13],[3,10,12,14],[6,11,15,16]]
1196	1112312342324344	1231142213342434	[[1,2,3,6],[4,7,10,12],[5,8,11,14],[9,13,15,16]]	[[1,4,5,9],[2,7,8,13],[3,10,11,15],[6,12,14,16]]
1197	1112312342324434	1231142213342344	[[1,2,3,6],[4,7,10,12],[5,8,11,15],[9,13,14,16]]	[[1,4,5,9],[2,7,8,13],[3,10,11,14],[6,12,15,16]]
1198	1112312342342344	1231142213324434	[[1,2,3,6],[4,7,10,13],[5,8,11,14],[9,12,15,16]]	[[1,4,5,9],[2,7,8,12],[3,10,11,15],[6,13,14,16]]
1199	1112312342342434	1231142213324344	[[1,2,3,6],[4,7,10,13],[5,8,11,15],[9,12,14,16]]	[[1,4,5,9],[2,7,8,12],[3,10,11,14],[6,13,15,16]]
1200	1112312342344234	1231142213323444	[[1,2,3,6],[4,7,10,14],[5,8,11,15],[9,12,13,16]]	[[1,4,5,9],[2,7,8,12],[3,10,11,13],[6,14,15,16]]
1201	1112312342423344	1231142213243434	[[1,2,3,6],[4,7,10,12],[5,8,13,14],[9,11,15,16]]	[[1,4,5,9],[2,7,8,11],[3,10,13,15],[6,12,14,16]]
1202	1112312342423434	1231142213243344	[[1,2,3,6],[4,7,10,12],[5,8,13,15],[9,11,14,16]]	[[1,4,5,9],[2,7,8,11],[3,10,13,14],[6,12,15,16]]
1203	1112312342432344	1231142213234434	[[1,2,3,6],[4,7,10,13],[5,8,12,14],[9,11,15,16]]	[[1,4,5,9],[2,7,8,11],[3,10,12,15],[6,13,14,16]]
1204	1112312342434234	1231142213233444	[[1,2,3,6],[4,7,10,14],[5,8,12,15],[9,11,13,16]]	[[1,4,5,9],[2,7,8,11],[3,10,12,13],[6,14,15,16]]
1205	1112312344234234	1231142212333444	[[1,2,3,6],[4,7,11,14],[5,8,12,15],[9,10,13,16]]	[[1,4,5,9],[2,7,8,10],[3,11,12,13],[6,14,15,16]]
1206	1112312422343434	1231142134223344	[[1,2,3,6],[4,7,9,10],[5,11,13,15],[8,12,14,16]]	[[1,4,5,8],[2,7,11,12],[3,9,13,14],[6,10,15,16]]
1207	1112312423234344	1231142132432434	[[1,2,3,6],[4,7,9,11],[5,10,12,14],[8,13,15,16]]	[[1,4,5,8],[2,7,10,13],[3,9,12,15],[6,11,14,16]]
1208	1112312423234434	1231142132432344	[[1,2,3,6],[4,7,9,11],[5,10,12,15],[8,13,14,16]]	[[1,4,5,8],[2,7,10,13],[3,9,12,14],[6,11,15,16]]
1209	1112312423243434	1231142132423344	[[1,2,3,6],[4,7,9,11],[5,10,13,15],[8,12,14,16]]	[[1,4,5,8],[2,7,10,12],[3,9,13,14],[6,11,15,16]]
1210	1112312423342344	1231142132324434	[[1,2,3,6],[4,7,9,13],[5,10,11,14],[8,12,15,16]]	[[1,4,5,8],[2,7,10,12],[3,9,11,15],[6,13,14,16]]
1211	1112312423342434	1231142132324344	[[1,2,3,6],[4,7,9,13],[5,10,11,15],[8,12,14,16]]	[[1,4,5,8],[2,7,10,12],[3,9,11,14],[6,13,15,16]]
1212	1112312423344234	1231142132323444	[[1,2,3,6],[4,7,9,14],[5,10,11,15],[8,12,13,16]]	[[1,4,5,8],[2,7,10,12],[3,9,11,13],[6,14,15,16]]
1213	1112312423423344	1231142132243434	[[1,2,3,6],[4,7,9,12],[5,10,13,14],[8,11,15,16]]	[[1,4,5,8],[2,7,10,11],[3,9,13,15],[6,12,14,16]]
1214	1112312423423434	1231142132243344	[[1,2,3,6],[4,7,9,12],[5,10,13,15],[8,11,14,16]]	[[1,4,5,8],[2,7,10,11],[3,9,13,14],[6,12,15,16]]
1215	1112312423432344	1231142132234434	[[1,2,3,6],[4,7,9,13],[5,10,12,14],[8,11,15,16]]	[[1,4,5,8],[2,7,10,11],[3,9,12,15],[6,13,14,16]]
1216	1112312423434234	1231142132233444	[[1,2,3,6],[4,7,9,14],[5,10,12,15],[8,11,13,16]]	[[1,4,5,8],[2,7,10,11],[3,9,12,13],[6,14,15,16]]
1217	1112312432344234	1231142123323444	[[1,2,3,6],[4,7,10,14],[5,9,11,15],[8,12,13,16]]	[[1,4,5,8],[2,7,9,12],[3,10,11,13],[6,14,15,16]]
1218	1112312434223434	1231142122343344	[[1,2,3,6],[4,7,11,12],[5,9,13,15],[8,10,14,16]]	[[1,4,5,8],[2,7,9,10],[3,11,13,14],[6,12,15,16]]
1219	1112312434232344	1231142122334434	[[1,2,3,6],[4,7,11,13],[5,9,12,14],[8,10,15,16]]	[[1,4,5,8],[2,7,9,10],[3,11,12,15],[6,13,14,16]]
1220	1112312434232434	1231142122334344	[[1,2,3,6],[4,7,11,13],[5,9,12,15],[8,10,14,16]]	[[1,4,5,8],[2,7,9,10],[3,11,12,14],[6,13,15,16]]
1221	1112312434234234	1231142122333444	[[1,2,3,6],[4,7,11,14],[5,9,12,15],[8,10,13,16]]	[[1,4,5,8],[2,7,9,10],[3,11,12,13],[6,14,15,16]]
1222	1112314223432344	1231141232234434	[[1,2,3,6],[4,8,9,13],[5,10,12,14],[7,11,15,16]]	[[1,4,5,7],[2,8,10,11],[3,9,12,15],[6,13,14,16]]
1223	1112314223434234	1231141232233444	[[1,2,3,6],[4,8,9,14],[5,10,12,15],[7,11,13,16]]	[[1,4,5,7],[2,8,10,11],[3,9,12,13],[6,14,15,16]]
1224	1112314232234344	1231141223432434	[[1,2,3,6],[4,8,10,11],[5,9,12,14],[7,13,15,16]]	[[1,4,5,7],[2,8,9,13],[3,10,12,15],[6,11,14,16]]
1225	1112314232234434	1231141223432344	[[1,2,3,6],[4,8,10,11],[5,9,12,15],[7,13,14,16]]	[[1,4,5,7],[2,8,9,13],[3,10,12,14],[6,11,15,16]]
1226	1112314232324344	1231141223342434	[[1,2,3,6],[4,8,10,12],[5,9,11,14],[7,13,15,16]]	[[1,4,5,7],[2,8,9,13],[3,10,11,15],[6,12,14,16]]
1227	1112314232324434	1231141223342344	[[1,2,3,6],[4,8,10,12],[5,9,11,15],[7,13,14,16]]	[[1,4,5,7],[2,8,9,13],[3,10,11,14],[6,12,15,16]]
1228	1112314232342344	1231141223324434	[[1,2,3,6],[4,8,10,13],[5,9,11,14],[7,12,15,16]]	[[1,4,5,7],[2,8,9,12],[3,10,11,15],[6,13,14,16]]
1229	1112314232342434	1231141223324344	[[1,2,3,6],[4,8,10,13],[5,9,11,15],[7,12,14,16]]	[[1,4,5,7],[2,8,9,12],[3,10,11,14],[6,13,15,16]]
1230	1112314232344234	1231141223323444	[[1,2,3,6],[4,8,10,14],[5,9,11,15],[7,12,13,16]]	[[1,4,5,7],[2,8,9,12],[3,10,11,13],[6,14,15,16]]
1231	1112314232423344	1231141223243434	[[1,2,3,6],[4,8,10,12],[5,9,13,14],[7,11,15,16]]	[[1,4,5,7],[2,8,9,11],[3,10,13,15],[6,12,14,16]]
1232	1112314232423434	1231141223243344	[[1,2,3,6],[4,8,10,12],[5,9,13,15],[7,11,14,16]]	[[1,4,5,7],[2,8,9,11],[3,10,13,14],[6,12,15,16]]
1233	1112314232432344	1231141223234434	[[1,2,3,6],[4,8,10,13],[5,9,12,14],[7,11,15,16]]	[[1,4,5,7],[2,8,9,11],[3,10,12,15],[6,13,14,16]]
1234	1112314232434234	1231141223233444	[[1,2,3,6],[4,8,10,14],[5,9,12,15],[7,11,13,16]]	[[1,4,5,7],[2,8,9,11],[3,10,12,13],[6,14,15,16]]
1235	1112314234223434	1231141222343344	[[1,2,3,6],[4,8,11,12],[5,9,13,15],[7,10,14,16]]	[[1,4,5,7],[2,8,9,10],[3,11,13,14],[6,12,15,16]]
1236	1112314234232344	1231141222334434	[[1,2,3,6],[4,8,11,13],[5,9,12,14],[7,10,15,16]]	[[1,4,5,7],[2,8,9,10],[3,11,12,15],[6,13,14,16]]
1237	1112314234232434	1231141222334344	[[1,2,3,6],[4,8,11,13],[5,9,12,15],[7,10,14,16]]	[[1,4,5,7],[2,8,9,10],[3,11,12,14],[6,13,15,16]]
1238	1112314234234234	1231141222333444	[[1,2,3,6],[4,8,11,14],[5,9,12,15],[7,10,13,16]]	[[1,4,5,7],[2,8,9,10],[3,11,12,13],[6,14,15,16]]
1239	1112321233424344	1231124323142434	[[1,2,3,7],[4,6,8,12],[5,9,10,14],[11,13,15,16]]	[[1,4,5,11],[2,6,9,13],[3,8,10,15],[7,12,14,16]]
1240	1112321233424434	1231124323142344	[[1,2,3,7],[4,6,8,12],[5,9,10,15],[11,13,14,16]]	[[1,4,5,11],[2,6,9,13],[3,8,10,14],[7,12,15,16]]
1241	1112321234234344	1231124321432434	[[1,2,3,7],[4,6,8,11],[5,9,12,14],[10,13,15,16]]	[[1,4,5,10],[2,6,9,13],[3,8,12,15],[7,11,14,16]]
1242	1112321234234434	1231124321432344	[[1,2,3,7],[4,6,8,11],[5,9,12,15],[10,13,14,16]]	[[1,4,5,10],[2,6,9,13],[3,8,12,14],[7,11,15,16]]
1243	1112321234243434	1231124321423344	[[1,2,3,7],[4,6,8,11],[5,9,13,15],[10,12,14,16]]	[[1,4,5,10],[2,6,9,12],[3,8,13,14],[7,11,15,16]]
1244	1112321234342344	1231124321324434	[[1,2,3,7],[4,6,8,13],[5,9,11,14],[10,12,15,16]]	[[1,4,5,10],[2,6,9,12],[3,8,11,15],[7,13,14,16]]
1245	1112321234342434	1231124321324344	[[1,2,3,7],[4,6,8,13],[5,9,11,15],[10,12,14,16]]	[[1,4,5,10],[2,6,9,12],[3,8,11,14],[7,13,15,16]]
1246	1112321234344234	1231124321323444	[[1,2,3,7],[4,6,8,14],[5,9,11,15],[10,12,13,16]]	[[1,4,5,10],[2,6,9,12],[3,8,11,13],[7,14,15,16]]
1247	1112321243234434	1231124312432344	[[1,2,3,7],[4,6,8,11],[5,10,12,15],[9,13,14,16]]	[[1,4,5,9],[2,6,10,13],[3,8,12,14],[7,11,15,16]]
1248	1112321243423344	1231124312243434	[[1,2,3,7],[4,6,8,12],[5,10,13,14],[9,11,15,16]]	[[1,4,5,9],[2,6,10,11],[3,8,13,15],[7,12,14,16]]
1249	1112321243423434	1231124312243344	[[1,2,3,7],[4,6,8,12],[5,10,13,15],[9,11,14,16]]	[[1,4,5,9],[2,6,10,11],[3,8,13,14],[7,12,15,16]]
1250	1112321243432344	1231124312234434	[[1,2,3,7],[4,6,8,13],[5,10,12,14],[9,11,15,16]]	[[1,4,5,9],[2,6,10,11],[3,8,12,15],[7,13,14,16]]
1251	1112321243434234	1231124312233444	[[1,2,3,7],[4,6,8,14],[5,10,12,15],[9,11,13,16]]	[[1,4,5,9],[2,6,10,11],[3,8,12,13],[7,14,15,16]]
1252	1112321342234344	1231124213432434	[[1,2,3,7],[4,6,10,11],[5,8,12,14],[9,13,15,16]]	[[1,4,5,9],[2,6,8,13],[3,10,12,15],[7,11,14,16]]
1253	1112321342234434	1231124213432344	[[1,2,3,7],[4,6,10,11],[5,8,12,15],[9,13,14,16]]	[[1,4,5,9],[2,6,8,13],[3,10,12,14],[7,11,15,16]]
1254	1112321342324344	1231124213342434	[[1,2,3,7],[4,6,10,12],[5,8,11,14],[9,13,15,16]]	[[1,4,5,9],[2,6,8,13],[3,10,11,15],[7,12,14,16]]
1255	1112321342342344	1231124213324434	[[1,2,3,7],[4,6,10,13],[5,8,11,14],[9,12,15,16]]	[[1,4,5,9],[2,6,8,12],[3,10,11,15],[7,13,14,16]]
1256	1112321342342434	1231124213324344	[[1,2,3,7],[4,6,10,13],[5,8,11,15],[9,12,14,16]]	[[1,4,5,9],[2,6,8,12],[3,10,11,14],[7,13,15,16]]
1257	1112321342344234	1231124213323444	[[1,2,3,7],[4,6,10,14],[5,8,11,15],[9,12,13,16]]	[[1,4,5,9],[2,6,8,12],[3,10,11,13],[7,14,15,16]]
1258	1112321342423344	1231124213243434	[[1,2,3,7],[4,6,10,12],[5,8,13,14],[9,11,15,16]]	[[1,4,5,9],[2,6,8,11],[3,10,13,15],[7,12,14,16]]
1259	1112321342423434	1231124213243344	[[1,2,3,7],[4,6,10,12],[5,8,13,15],[9,11,14,16]]	[[1,4,5,9],[2,6,8,11],[3,10,13,14],[7,12,15,16]]
1260	1112321342432344	1231124213234434	[[1,2,3,7],[4,6,10,13],[5,8,12,14],[9,11,15,16]]	[[1,4,5,9],[2,6,8,11],[3,10,12,15],[7,13,14,16]]
1261	1112321342434234	1231124213233444	[[1,2,3,7],[4,6,10,14],[5,8,12,15],[9,11,13,16]]	[[1,4,5,9],[2,6,8,11],[3,10,12,13],[7,14,15,16]]
1262	1112322343412344	1231123213244434	[[1,2,3,12],[4,6,7,13],[5,8,10,14],[9,11,15,16]]	[[1,4,5,9],[2,6,8,11],[3,7,10,15],[12,13,14,16]]
1263	1112323122434344	1231122434132434	[[1,2,3,8],[4,6,9,10],[5,7,12,14],[11,13,15,16]]	[[1,4,5,11],[2,6,7,13],[3,9,12,15],[8,10,14,16]]
1264	1112323123424344	1231122433142434	[[1,2,3,8],[4,6,9,12],[5,7,10,14],[11,13,15,16]]	[[1,4,5,11],[2,6,7,13],[3,9,10,15],[8,12,14,16]]
1265	1112323124234344	1231122431432434	[[1,2,3,8],[4,6,9,11],[5,7,12,14],[10,13,15,16]]	[[1,4,5,10],[2,6,7,13],[3,9,12,15],[8,11,14,16]]
1266	1112323124243434	1231122431423344	[[1,2,3,8],[4,6,9,11],[5,7,13,15],[10,12,14,16]]	[[1,4,5,10],[2,6,7,12],[3,9,13,14],[8,11,15,16]]
1267	1112323124342344	1231122431324434	[[1,2,3,8],[4,6,9,13],[5,7,11,14],[10,12,15,16]]	[[1,4,5,10],[2,6,7,12],[3,9,11,15],[8,13,14,16]]
1268	1112323124342434	1231122431324344	[[1,2,3,8],[4,6,9,13],[5,7,11,15],[10,12,14,16]]	[[1,4,5,10],[2,6,7,12],[3,9,11,14],[8,13,15,16]]
1269	1112323124344234	1231122431323444	[[1,2,3,8],[4,6,9,14],[5,7,11,15],[10,12,13,16]]	[[1,4,5,10],[2,6,7,12],[3,9,11,13],[8,14,15,16]]
1270	1112323142234344	1231122413432434	[[1,2,3,8],[4,6,10,11],[5,7,12,14],[9,13,15,16]]	[[1,4,5,9],[2,6,7,13],[3,10,12,15],[8,11,14,16]]
1271	1112323142324344	1231122413342434	[[1,2,3,8],[4,6,10,12],[5,7,11,14],[9,13,15,16]]	[[1,4,5,9],[2,6,7,13],[3,10,11,15],[8,12,14,16]]
1272	1112323142342344	1231122413324434	[[1,2,3,8],[4,6,10,13],[5,7,11,14],[9,12,15,16]]	[[1,4,5,9],[2,6,7,12],[3,10,11,15],[8,13,14,16]]
1273	1112323142342434	1231122413324344	[[1,2,3,8],[4,6,10,13],[5,7,11,15],[9,12,14,16]]	[[1,4,5,9],[2,6,7,12],[3,10,11,14],[8,13,15,16]]
1274	1112323142344234	1231122413323444	[[1,2,3,8],[4,6,10,14],[5,7,11,15],[9,12,13,16]]	[[1,4,5,9],[2,6,7,12],[3,10,11,13],[8,14,15,16]]
1275	1112323142423344	1231122413243434	[[1,2,3,8],[4,6,10,12],[5,7,13,14],[9,11,15,16]]	[[1,4,5,9],[2,6,7,11],[3,10,13,15],[8,12,14,16]]
1276	1112323142423434	1231122413243344	[[1,2,3,8],[4,6,10,12],[5,7,13,15],[9,11,14,16]]	[[1,4,5,9],[2,6,7,11],[3,10,13,14],[8,12,15,16]]
1277	1112323142432344	1231122413234434	[[1,2,3,8],[4,6,10,13],[5,7,12,14],[9,11,15,16]]	[[1,4,5,9],[2,6,7,11],[3,10,12,15],[8,13,14,16]]
1278	1112323142434234	1231122413233444	[[1,2,3,8],[4,6,10,14],[5,7,12,15],[9,11,13,16]]	[[1,4,5,9],[2,6,7,11],[3,10,12,13],[8,14,15,16]]
1279	1112323212434344	1231122344132434	[[1,2,3,9],[4,6,8,10],[5,7,12,14],[11,13,15,16]]	[[1,4,5,11],[2,6,7,13],[3,8,12,15],[9,10,14,16]]
1280	1112323213424344	1231122343142434	[[1,2,3,9],[4,6,8,12],[5,7,10,14],[11,13,15,16]]	[[1,4,5,11],[2,6,7,13],[3,8,10,15],[9,12,14,16]]
1281	1112323231424344	1231122334142434	[[1,2,3,10],[4,6,8,12],[5,7,9,14],[11,13,15,16]]	[[1,4,5,11],[2,6,7,13],[3,8,9,15],[10,12,14,16]]
1282	1112323234124344	1231122331442434	[[1,2,3,11],[4,6,8,12],[5,7,9,14],[10,13,15,16]]	[[1,4,5,10],[2,6,7,13],[3,8,9,15],[11,12,14,16]]
1283	1112323234142344	1231122331424434	[[1,2,3,11],[4,6,8,13],[5,7,9,14],[10,12,15,16]]	[[1,4,5,10],[2,6,7,12],[3,8,9,15],[11,13,14,16]]
1284	1112323234412344	1231122331244434	[[1,2,3,12],[4,6,8,13],[5,7,9,14],[10,11,15,16]]	[[1,4,5,10],[2,6,7,11],[3,8,9,15],[12,13,14,16]]
1285	1112323241234344	1231122314432434	[[1,2,3,10],[4,6,8,11],[5,7,12,14],[9,13,15,16]]	[[1,4,5,9],[2,6,7,13],[3,8,12,15],[10,11,14,16]]
1286	1112323241243434	1231122314423344	[[1,2,3,10],[4,6,8,11],[5,7,13,15],[9,12,14,16]]	[[1,4,5,9],[2,6,7,12],[3,8,13,14],[10,11,15,16]]
1287	1112323241324344	1231122314342434	[[1,2,3,10],[4,6,8,12],[5,7,11,14],[9,13,15,16]]	[[1,4,5,9],[2,6,7,13],[3,8,11,15],[10,12,14,16]]
1288	1112323241342344	1231122314324434	[[1,2,3,10],[4,6,8,13],[5,7,11,14],[9,12,15,16]]	[[1,4,5,9],[2,6,7,12],[3,8,11,15],[10,13,14,16]]
1289	1112323241423344	1231122314243434	[[1,2,3,10],[4,6,8,12],[5,7,13,14],[9,11,15,16]]	[[1,4,5,9],[2,6,7,11],[3,8,13,15],[10,12,14,16]]
1290	1112323241423434	1231122314243344	[[1,2,3,10],[4,6,8,12],[5,7,13,15],[9,11,14,16]]	[[1,4,5,9],[2,6,7,11],[3,8,13,14],[10,12,15,16]]
1291	1112323243124344	1231122313442434	[[1,2,3,11],[4,6,8,12],[5,7,10,14],[9,13,15,16]]	[[1,4,5,9],[2,6,7,13],[3,8,10,15],[11,12,14,16]]
